departement,categorie,indicateur,date,annee,nombre,taux,population,unite,rate_unit
93,Tentative de fraude autres,,2018-02-09,2018,,,,,
10,Agression Verbale,,2018-02-09,2018,,,,,
33,Vol,,2018-02-09,2018,,,,,
91,Vandalisme,,2018-02-09,2018,,,,,
59,Clandestin,,2018-02-09,2018,,,,,
57,Vol,,2018-02-08,2018,,,,,
44,Vol,,2018-02-08,2018,,,,,
50,Vol,,2018-02-08,2018,,,,,
13,Divers,,2018-02-07,2018,,,,,
37,Vandalisme,,2018-02-07,2018,,,,,
54,Agression Physique,,2018-02-04,2018,,,,,
59,Vol,,2018-02-04,2018,,,,,
76,Agression Physique,,2018-02-03,2018,,,,,
67,Agression Physique,,2018-02-03,2018,,,,,
93,Fraude TPI,,2018-02-03,2018,,,,,
91,Fraude TPI,,2018-02-03,2018,,,,,
93,Vol,,2018-02-03,2018,,,,,
37,Braquage,,2018-02-01,2018,,,,,
77,Cambriolage,,2018-02-01,2018,,,,,
67,Fraude TPI,,2018-02-01,2018,,,,,
1,Suspicion Vol Carburant,,2018-02-01,2018,,,,,
1,Suspicion Vol Carburant,,2018-02-01,2018,,,,,
44,Vol,,2018-02-01,2018,,,,,
13,Vol,,2018-01-31,2018,,,,,
52,Vol sur un tiers,,2018-01-31,2018,,,,,
59,Manifestation,,2018-01-31,2018,,,,,
91,Vandalisme,,2018-01-31,2018,,,,,
87,Agression Physique,,2018-01-30,2018,,,,,
68,Vol,,2018-01-30,2018,,,,,
69,Vandalisme,,2018-01-30,2018,,,,,
63,Divers,,2018-01-30,2018,,,,,
13,Grivèlerie,,2018-01-29,2018,,,,,
93,Réquisition FO,,2018-01-29,2018,,,,,
44,Vol,,2018-01-29,2018,,,,,
14,Braquage,,2018-01-28,2018,,,,,
26,Vol Carburant,,2018-01-26,2018,,,,,
15,Réquisition FO,,2018-01-26,2018,,,,,
44,Vol,,2018-01-26,2018,,,,,
92,Agression Physique,,2018-01-25,2018,,,,,
34,Réquisition FO,,2018-01-25,2018,,,,,
60,Vol,,2018-01-25,2018,,,,,
59,Vol,,2018-01-25,2018,,,,,
62,Clandestin,,2018-01-25,2018,,,,,
52,Vol sur un tiers,,2018-01-24,2018,,,,,
13,Fraude CB,,2018-01-24,2018,,,,,
75,Réquisition FO,,2018-01-24,2018,,,,,
78,Agression Verbale,,2018-01-23,2018,,,,,
92,Agression Physique,,2018-01-23,2018,,,,,
13,Agression Verbale,,2018-01-23,2018,,,,,
91,Réquisition FO,,2018-01-23,2018,,,,,
91,Réquisition FO,,2018-01-23,2018,,,,,
77,Divers,,2018-01-23,2018,,,,,
27,Cambriolage,,2018-01-22,2018,,,,,
71,Cambriolage,,2018-01-22,2018,,,,,
72,Vol,,2018-01-21,2018,,,,,
27,Braquage,,2018-01-20,2018,,,,,
37,Braquage,,2018-01-20,2018,,,,,
38,Cambriolage,,2018-01-20,2018,,,,,
47,Agression Physique,,2018-01-20,2018,,,,,
24,Divers,,2018-01-19,2018,,,,,
86,Cambriolage,,2018-01-18,2018,,,,,
69,Réquisition FO,,2018-01-18,2018,,,,,
52,Divers,,2018-01-18,2018,,,,,
30,Vol,,2018-01-18,2018,,,,,
78,Réquisition FO,,2018-01-18,2018,,,,,
62,Divers,,2018-01-17,2018,,,,,
31,Réquisition FO,,2018-01-17,2018,,,,,
42,Agression sur un tiers,,2018-01-17,2018,,,,,
93,Fraude GR,,2018-01-17,2018,,,,,
62,Clandestin,,2018-01-16,2018,,,,,
77,Réquisition FO,,2018-01-15,2018,,,,,
69,Déplacement caméra,,2018-01-15,2018,,,,,
51,Bagarre,,2018-01-14,2018,,,,,
57,Agression Verbale,,2018-01-14,2018,,,,,
14,Agression sur un tiers,,2018-01-13,2018,,,,,
2,Réquisition FO,,2018-01-13,2018,,,,,
49,Réquisition FO,,2018-01-13,2018,,,,,
75,Vandalisme,,2018-01-13,2018,,,,,
38,Cambriolage,,2018-01-12,2018,,,,,
52,Vol sur un tiers,,2018-01-12,2018,,,,,
13,Agression sur un tiers,,2018-01-12,2018,,,,,
57,Agression Physique,,2018-01-11,2018,,,,,
62,Vol sur un tiers,,2018-01-11,2018,,,,,
95,Agression Verbale,,2018-01-11,2018,,,,,
64,Vol,,2018-01-11,2018,,,,,
78,Agression Verbale,,2018-01-10,2018,,,,,
67,Vol,,2018-01-09,2018,,,,,
59,Agression sur un tiers,,2018-01-09,2018,,,,,
77,Vol,,2018-01-09,2018,,,,,
77,Fraude TPI,,2018-01-09,2018,,,,,
6,Réquisition FO,,2018-01-09,2018,,,,,
60,Réquisition FO,,2018-01-09,2018,,,,,
72,Vol sur un tiers,,2018-01-09,2018,,,,,
80,Agression Verbale,,2018-01-08,2018,,,,,
24,Agression Verbale,,2018-01-07,2018,,,,,
25,Agression Physique,,2018-01-07,2018,,,,,
86,Déplacement caméra,,2018-01-06,2018,,,,,
29,Réquisition FO,,2018-01-06,2018,,,,,
72,Clandestin,,2018-01-06,2018,,,,,
24,Agression Verbale,,2018-01-05,2018,,,,,
62,Vol sur un tiers,,2018-01-03,2018,,,,,
95,Vandalisme,,2018-01-03,2018,,,,,
84,Tentative de fraude CB,,2018-01-03,2018,,,,,
93,Divers,,2018-01-03,2018,,,,,
95,Agression Physique,,2018-01-03,2018,,,,,
73,Réquisition FO,,2018-01-03,2018,,,,,
52,Vol sur un tiers,,2018-01-03,2018,,,,,
93,Braquage Prestataire,,2018-01-03,2018,,,,,
57,Agression Physique,,2017-12-31,2017,,,,,
44,Agression Physique,,2017-12-31,2017,,,,,
73,Vol,,2017-12-31,2017,,,,,
37,Braquage,,2017-12-30,2017,,,,,
71,Agression Verbale,,2017-12-29,2017,,,,,
33,Agression Verbale,,2017-12-29,2017,,,,,
92,Agression sur un tiers,,2017-12-28,2017,,,,,
72,Agression Physique,,2017-12-28,2017,,,,,
27,Réquisition FO,,2017-12-28,2017,,,,,
59,Grivèlerie,,2017-12-28,2017,,,,,
74,Tentative de cambriolage,,2017-12-28,2017,,,,,
62,Agression sur un tiers,,2017-12-27,2017,,,,,
56,Vandalisme,,2017-12-27,2017,,,,,
14,Cambriolage,,2017-12-26,2017,,,,,
94,Vol,,2017-12-26,2017,,,,,
84,Réquisition FO,,2017-12-26,2017,,,,,
42,Réquisition FO,,2017-12-26,2017,,,,,
42,Braquage,,2017-12-24,2017,,,,,
93,Agression Physique,,2017-12-23,2017,,,,,
62,Agression sur un tiers,,2017-12-23,2017,,,,,
94,Vol,,2017-12-23,2017,,,,,
83,Bagarre,,2017-12-23,2017,,,,,
69,Menace braquage,,2017-12-22,2017,,,,,
77,Agression Verbale,,2017-12-22,2017,,,,,
14,Fraude GR,,2017-12-22,2017,,,,,
37,Grivèlerie,,2017-12-22,2017,,,,,
31,Agression Physique,,2017-12-22,2017,,,,,
92,Vol,,2017-12-21,2017,,,,,
71,Agression Verbale,,2017-12-20,2017,,,,,
74,Réquisition FO,,2017-12-20,2017,,,,,
91,Bagarre,,2017-12-19,2017,,,,,
93,Agression Verbale,,2017-12-19,2017,,,,,
74,Agression Verbale,,2017-12-19,2017,,,,,
60,Bagarre,,2017-12-19,2017,,,,,
80,Tentative de vol,,2017-12-18,2017,,,,,
30,Fraude Autres,,2017-12-18,2017,,,,,
78,Agression Verbale,,2017-12-18,2017,,,,,
67,Braquage,,2017-12-17,2017,,,,,
78,Tentative agression physique,,2017-12-17,2017,,,,,
59,Agression Verbale,,2017-12-16,2017,,,,,
93,Agression chauffeur,,2017-12-16,2017,,,,,
95,Agression Verbale,,2017-12-16,2017,,,,,
92,Vol,,2017-12-15,2017,,,,,
34,Vandalisme,,2017-12-15,2017,,,,,
54,Braquage,,2017-12-14,2017,,,,,
93,Agression Physique,,2017-12-14,2017,,,,,
52,Vol sur un tiers,,2017-12-14,2017,,,,,
52,Tentative de cambriolage,,2017-12-14,2017,,,,,
62,Agression sur un tiers,,2017-12-13,2017,,,,,
31,Réquisition FO,,2017-12-13,2017,,,,,
69,Tentative de cambriolage,,2017-12-13,2017,,,,,
62,Agression sur un tiers,,2017-12-12,2017,,,,,
76,Braquage,,2017-12-12,2017,,,,,
69,Fraude CB,,2017-12-12,2017,,,,,
49,Braquage,,2017-12-11,2017,,,,,
69,Fraude CB,,2017-12-11,2017,,,,,
35,Cambriolage,,2017-12-10,2017,,,,,
59,Agression Verbale,,2017-12-09,2017,,,,,
95,Braquage,,2017-12-08,2017,,,,,
77,Agression Verbale,,2017-12-08,2017,,,,,
33,Cambriolage,,2017-12-08,2017,,,,,
31,Réquisition FO,,2017-12-08,2017,,,,,
78,Réquisition FO,,2017-12-08,2017,,,,,
33,Tentative de cambriolage,,2017-12-07,2017,,,,,
13,Agression Verbale,,2017-12-07,2017,,,,,
13,Agression sur un tiers,,2017-12-06,2017,,,,,
77,Cambriolage,,2017-12-06,2017,,,,,
78,Bagarre,,2017-12-05,2017,,,,,
95,Fraude Autres,,2017-12-05,2017,,,,,
78,Réquisition FO,,2017-12-05,2017,,,,,
94,Fraude TPI,,2017-12-04,2017,,,,,
91,Agression Verbale,,2017-12-02,2017,,,,,
11,Suspicion Vol Carburant,,2017-12-01,2017,,,,,
62,Vandalisme,,2017-11-30,2017,,,,,
64,Réquisition FO,,2017-11-30,2017,,,,,
77,Agression Verbale,,2017-11-30,2017,,,,,
94,Vandalisme,,2017-11-30,2017,,,,,
34,Manifestation,,2017-11-30,2017,,,,,
78,Vol,,2017-11-30,2017,,,,,
78,Cambriolage,,2017-11-29,2017,,,,,
76,Agression Physique,,2017-11-29,2017,,,,,
78,Réquisition FO,,2017-11-29,2017,,,,,
34,Manifestation,,2017-11-29,2017,,,,,
78,Agression Verbale,,2017-11-29,2017,,,,,
33,Réquisition FO,,2017-11-29,2017,,,,,
78,Réquisition FO,,2017-11-29,2017,,,,,
52,Vol sur un tiers,,2017-11-29,2017,,,,,
80,Tentative de vol,,2017-11-28,2017,,,,,
59,Vandalisme,,2017-11-28,2017,,,,,
37,Manifestation,,2017-11-27,2017,,,,,
63,Vol,,2017-11-27,2017,,,,,
91,Réquisition FO,,2017-11-27,2017,,,,,
67,Réquisition FO,,2017-11-27,2017,,,,,
62,Réquisition FO,,2017-11-27,2017,,,,,
92,Réquisition FO,,2017-11-27,2017,,,,,
51,Agression refus alcool,,2017-11-26,2017,,,,,
61,Braquage,,2017-11-26,2017,,,,,
95,Fraude TPI,,2017-11-26,2017,,,,,
33,Bagarre,,2017-11-25,2017,,,,,
38,Manifestation,,2017-11-23,2017,,,,,
91,Vandalisme,,2017-11-23,2017,,,,,
91,Vandalisme,,2017-11-23,2017,,,,,
95,Agression Verbale,,2017-11-22,2017,,,,,
92,Manifestation,,2017-11-22,2017,,,,,
54,Vandalisme,,2017-11-21,2017,,,,,
22,Grivèlerie,,2017-11-21,2017,,,,,
28,Tentative de vol,,2017-11-21,2017,,,,,
37,Agression Physique,,2017-11-21,2017,,,,,
84,Cambriolage,,2017-11-20,2017,,,,,
69,Tentative agression physique,,2017-11-20,2017,,,,,
52,Tentative de vol,,2017-11-20,2017,,,,,
31,Manifestation,,2017-11-20,2017,,,,,
13,Manifestation,,2017-11-20,2017,,,,,
51,Réquisition FO,,2017-11-20,2017,,,,,
29,Divers,,2017-11-20,2017,,,,,
6,Manifestation,,2017-11-20,2017,,,,,
63,Manifestation,,2017-11-19,2017,,,,,
34,Bagarre,,2017-11-19,2017,,,,,
33,Tentative de braquage,,2017-11-18,2017,,,,,
77,Agression Physique,,2017-11-18,2017,,,,,
84,Agression Physique,,2017-11-18,2017,,,,,
77,Vandalisme,,2017-11-18,2017,,,,,
76,Manifestation,,2017-11-18,2017,,,,,
94,Manifestation,,2017-11-17,2017,,,,,
75,Manifestation,,2017-11-17,2017,,,,,
30,Réquisition FO,,2017-11-17,2017,,,,,
87,Manifestation,,2017-11-17,2017,,,,,
33,Agression Verbale,,2017-11-17,2017,,,,,
91,Réquisition FO,,2017-11-17,2017,,,,,
73,Manifestation,,2017-11-16,2017,,,,,
52,Vol,,2017-11-16,2017,,,,,
91,Agression sur un tiers,,2017-11-16,2017,,,,,
86,Manifestation,,2017-11-15,2017,,,,,
35,Manifestation,,2017-11-15,2017,,,,,
91,Agression sur un tiers,,2017-11-15,2017,,,,,
91,Agression Verbale,,2017-11-15,2017,,,,,
54,Manifestation,,2017-11-15,2017,,,,,
54,Manifestation,,2017-11-15,2017,,,,,
86,Manifestation,,2017-11-15,2017,,,,,
35,Manifestation,,2017-11-15,2017,,,,,
33,Braquage,,2017-11-14,2017,,,,,
52,Tentative de vol,,2017-11-14,2017,,,,,
52,Tentative de vol,,2017-11-14,2017,,,,,
54,Manifestation,,2017-11-14,2017,,,,,
52,Vol,,2017-11-13,2017,,,,,
62,Clandestin,,2017-11-13,2017,,,,,
77,Cambriolage,,2017-11-13,2017,,,,,
44,Réquisition FO,,2017-11-13,2017,,,,,
52,Vol,,2017-11-12,2017,,,,,
37,Agression Verbale,,2017-11-12,2017,,,,,
78,Fraude Autres,,2017-11-12,2017,,,,,
73,Manifestation,,2017-11-12,2017,,,,,
75,Tentative de cambriolage,,2017-11-12,2017,,,,,
93,Manifestation,,2017-11-12,2017,,,,,
73,Manifestation,,2017-11-12,2017,,,,,
91,Tentative de cambriolage,,2017-11-12,2017,,,,,
33,Tentative de braquage,,2017-11-11,2017,,,,,
8,Tentative de vol,,2017-11-11,2017,,,,,
52,Tentative de vol,,2017-11-11,2017,,,,,
59,Manifestation,,2017-11-11,2017,,,,,
6,Manifestation,,2017-11-11,2017,,,,,
49,Manifestation,,2017-11-11,2017,,,,,
44,Manifestation,,2017-11-11,2017,,,,,
37,Divers,,2017-11-11,2017,,,,,
72,Vol,,2017-11-11,2017,,,,,
58,Evenement suspect,,2017-11-11,2017,,,,,
77,Divers,,2017-11-10,2017,,,,,
56,Grivèlerie,,2017-11-10,2017,,,,,
59,Manifestation,,2017-11-10,2017,,,,,
92,Manifestation,,2017-11-10,2017,,,,,
93,Manifestation,,2017-11-10,2017,,,,,
75,Manifestation,,2017-11-10,2017,,,,,
77,Divers,,2017-11-09,2017,,,,,
77,Agression Verbale,,2017-11-09,2017,,,,,
95,Vol Carburant,,2017-11-09,2017,,,,,
75,Manifestation,,2017-11-09,2017,,,,,
35,Réquisition FO,,2017-11-09,2017,,,,,
58,Vol,,2017-11-09,2017,,,,,
91,Manifestation,,2017-11-09,2017,,,,,
82,Braquage,,2017-11-08,2017,,,,,
75,Manifestation,,2017-11-08,2017,,,,,
77,Agression Verbale,,2017-11-07,2017,,,,,
77,Agression Verbale,,2017-11-07,2017,,,,,
73,Manifestation,,2017-11-07,2017,,,,,
49,Manifestation,,2017-11-07,2017,,,,,
91,Vol,,2017-11-07,2017,,,,,
76,Clandestin,,2017-11-07,2017,,,,,
49,Manifestation,,2017-11-06,2017,,,,,
38,Réquisition FO,,2017-11-06,2017,,,,,
77,Grivèlerie,,2017-11-06,2017,,,,,
49,Manifestation,,2017-11-06,2017,,,,,
73,Réquisition FO,,2017-11-06,2017,,,,,
47,Réquisition FO,,2017-11-06,2017,,,,,
43,Tentative de vol,,2017-11-04,2017,,,,,
67,Agression Physique,,2017-11-03,2017,,,,,
60,Réquisition FO,,2017-11-03,2017,,,,,
93,Réquisition FO,,2017-11-03,2017,,,,,
75,Réquisition FO,,2017-11-03,2017,,,,,
44,Réquisition FO,,2017-11-02,2017,,,,,
26,Agression Verbale,,2017-11-01,2017,,,,,
30,Cambriolage,,2017-11-01,2017,,,,,
54,Manifestation,,2017-11-01,2017,,,,,
54,Manifestation,,2017-11-01,2017,,,,,
54,Manifestation,,2017-11-01,2017,,,,,
52,Tentative de vol,,2017-11-01,2017,,,,,
28,Cambriolage,,2017-11-01,2017,,,,,
76,Manifestation,,2017-10-31,2017,,,,,
95,Réquisition FO,,2017-10-31,2017,,,,,
75,Manifestation,,2017-10-31,2017,,,,,
76,Manifestation,,2017-10-31,2017,,,,,
16,Réquisition FO,,2017-10-31,2017,,,,,
76,Manifestation,,2017-10-31,2017,,,,,
1,Agression Physique,,2017-10-31,2017,,,,,
60,Braquage,,2017-10-30,2017,,,,,
13,Agression Physique,,2017-10-29,2017,,,,,
44,Agression Verbale,,2017-10-29,2017,,,,,
33,Vandalisme,,2017-10-29,2017,,,,,
21,Agression Verbale,,2017-10-28,2017,,,,,
34,Divers,,2017-10-28,2017,,,,,
62,Braquage,,2017-10-26,2017,,,,,
91,Fraude CB,,2017-10-26,2017,,,,,
80,Réquisition FO,,2017-10-26,2017,,,,,
33,Braquage,,2017-10-26,2017,,,,,
62,Clandestin,,2017-10-26,2017,,,,,
91,Réquisition FO,,2017-10-26,2017,,,,,
76,Tentative de cambriolage,,2017-10-25,2017,,,,,
31,Tentative de braquage,,2017-10-24,2017,,,,,
57,Vol,,2017-10-24,2017,,,,,
94,Installation MENS,,2017-10-24,2017,,,,,
62,Réquisition FO,,2017-10-24,2017,,,,,
72,Vol,,2017-10-24,2017,,,,,
14,Agression Verbale,,2017-10-23,2017,,,,,
59,Réquisition FO,,2017-10-23,2017,,,,,
93,Réquisition FO,,2017-10-23,2017,,,,,
77,Vol,,2017-10-23,2017,,,,,
72,Vol,,2017-10-23,2017,,,,,
91,Réquisition FO,,2017-10-23,2017,,,,,
2,Cambriolage,,2017-10-22,2017,,,,,
78,Agression Verbale,,2017-10-22,2017,,,,,
28,Agression Physique,,2017-10-22,2017,,,,,
59,Tentative de braquage,,2017-10-22,2017,,,,,
51,Vol Carburant,,2017-10-22,2017,,,,,
60,Vol,,2017-10-22,2017,,,,,
50,Cambriolage,,2017-10-21,2017,,,,,
93,Bagarre,,2017-10-21,2017,,,,,
59,Divers,,2017-10-21,2017,,,,,
34,Vol,,2017-10-21,2017,,,,,
27,Divers,,2017-10-21,2017,,,,,
77,Réquisition FO,,2017-10-20,2017,,,,,
29,Réquisition FO,,2017-10-19,2017,,,,,
93,Réquisition FO,,2017-10-19,2017,,,,,
62,Clandestin,,2017-10-19,2017,,,,,
95,Agression Physique,,2017-10-19,2017,,,,,
62,Clandestin,,2017-10-19,2017,,,,,
95,Vol,,2017-10-19,2017,,,,,
95,Fraude CB,,2017-10-19,2017,,,,,
95,Agression Verbale,,2017-10-18,2017,,,,,
95,Vandalisme,,2017-10-18,2017,,,,,
51,Braquage,,2017-10-17,2017,,,,,
69,Divers,,2017-10-17,2017,,,,,
13,Cambriolage,,2017-10-17,2017,,,,,
78,Tentative de cambriolage,,2017-10-17,2017,,,,,
79,Agression Verbale,,2017-10-16,2017,,,,,
91,Vol,,2017-10-16,2017,,,,,
34,Vol,,2017-10-16,2017,,,,,
44,Evenement suspect,,2017-10-16,2017,,,,,
39,Agression Verbale,,2017-10-15,2017,,,,,
77,Grivèlerie,,2017-10-15,2017,,,,,
67,Vol,,2017-10-15,2017,,,,,
77,Agression Verbale,,2017-10-14,2017,,,,,
62,Clandestin,,2017-10-13,2017,,,,,
21,Vandalisme,,2017-10-13,2017,,,,,
94,Déplacement caméra,,2017-10-12,2017,,,,,
77,Réquisition FO,,2017-10-11,2017,,,,,
54,Braquage,,2017-10-11,2017,,,,,
59,Agression sur un tiers,,2017-10-11,2017,,,,,
69,Fraude CB,,2017-10-10,2017,,,,,
93,Réquisition FO,,2017-10-10,2017,,,,,
62,Déplacement caméra,,2017-10-10,2017,,,,,
16,Vol,,2017-10-08,2017,,,,,
69,Fraude CB,,2017-10-08,2017,,,,,
69,Vandalisme,,2017-10-08,2017,,,,,
69,Installation MENS,,2017-10-08,2017,,,,,
93,Evenement suspect,,2017-10-07,2017,,,,,
69,Fraude CB,,2017-10-07,2017,,,,,
21,Agression Verbale,,2017-10-07,2017,,,,,
69,Divers,,2017-10-07,2017,,,,,
69,Fraude CB,,2017-10-06,2017,,,,,
59,Bagarre,,2017-10-06,2017,,,,,
62,Clandestin,,2017-10-06,2017,,,,,
95,Vol,,2017-10-06,2017,,,,,
78,Tentative de fraude autres,,2017-10-05,2017,,,,,
62,Réquisition FO,,2017-10-05,2017,,,,,
34,Réquisition FO,,2017-10-05,2017,,,,,
44,Réquisition FO,,2017-10-05,2017,,,,,
77,Cambriolage,,2017-10-04,2017,,,,,
60,Braquage,,2017-10-04,2017,,,,,
6,Agression Physique,,2017-10-04,2017,,,,,
77,Réquisition FO,,2017-10-04,2017,,,,,
91,Réquisition FO,,2017-10-04,2017,,,,,
84,Réquisition FO,,2017-10-04,2017,,,,,
91,Réquisition FO,,2017-10-04,2017,,,,,
94,Fraude CB,,2017-10-04,2017,,,,,
92,Agression Physique,,2017-10-04,2017,,,,,
69,Réquisition FO,,2017-10-03,2017,,,,,
31,Déplacement caméra,,2017-10-02,2017,,,,,
78,Agression Verbale,,2017-10-02,2017,,,,,
51,Réquisition FO,,2017-10-02,2017,,,,,
75,Déplacement caméra,,2017-10-02,2017,,,,,
77,Cambriolage,,2017-10-01,2017,,,,,
93,Agression sur un tiers,,2017-09-30,2017,,,,,
91,Fraude CB,,2017-09-30,2017,,,,,
1,Réquisition FO,,2017-09-30,2017,,,,,
13,Braquage,,2017-09-29,2017,,,,,
83,Tentative de vol,,2017-09-29,2017,,,,,
30,Agression Verbale,,2017-09-29,2017,,,,,
13,Réquisition FO,,2017-09-29,2017,,,,,
91,Fraude CB,,2017-09-29,2017,,,,,
91,Réquisition FO,,2017-09-29,2017,,,,,
44,Réquisition FO,,2017-09-29,2017,,,,,
17,Cambriolage,,2017-09-28,2017,,,,,
60,Braquage,,2017-09-28,2017,,,,,
91,Fraude CB,,2017-09-28,2017,,,,,
31,Agression sur un tiers,,2017-09-27,2017,,,,,
60,Fraude CB,,2017-09-27,2017,,,,,
87,Réquisition FO,,2017-09-27,2017,,,,,
92,Vol,,2017-09-27,2017,,,,,
59,Grève-manifestation,,2017-09-27,2017,,,,,
44,Réquisition FO,,2017-09-27,2017,,,,,
95,Grève-bagarre,,2017-09-26,2017,,,,,
60,Vol,,2017-09-26,2017,,,,,
59,Réquisition FO,,2017-09-26,2017,,,,,
33,Agression Verbale,,2017-09-26,2017,,,,,
69,Fraude CB,,2017-09-26,2017,,,,,
67,Agression Verbale,,2017-09-26,2017,,,,,
59,Tentative de vol,,2017-09-25,2017,,,,,
14,Fraude Autres,,2017-09-25,2017,,,,,
92,Agression Verbale,,2017-09-25,2017,,,,,
1,Braquage,,2017-09-25,2017,,,,,
91,Vandalisme,,2017-09-25,2017,,,,,
27,Grève-Agression Verbale,,2017-09-24,2017,,,,,
92,Divers,,2017-09-24,2017,,,,,
92,Vandalisme,,2017-09-24,2017,,,,,
92,Vol,,2017-09-24,2017,,,,,
4,Agression Physique,,2017-09-23,2017,,,,,
13,Agression sur un tiers,,2017-09-23,2017,,,,,
85,Réquisition FO,,2017-09-22,2017,,,,,
91,Fraude CB,,2017-09-22,2017,,,,,
78,Réquisition FO,,2017-09-21,2017,,,,,
77,Agression sur un tiers,,2017-09-21,2017,,,,,
77,Braquage,,2017-09-20,2017,,,,,
13,Agression Verbale,,2017-09-20,2017,,,,,
37,Réquisition FO,,2017-09-20,2017,,,,,
75,Vandalisme,,2017-09-20,2017,,,,,
78,Agression Verbale,,2017-09-20,2017,,,,,
63,Cambriolage,,2017-09-19,2017,,,,,
45,Agression Physique,,2017-09-19,2017,,,,,
93,Agression Physique,,2017-09-19,2017,,,,,
91,Fraude CB,,2017-09-19,2017,,,,,
34,Réquisition FO,,2017-09-19,2017,,,,,
51,Vol,,2017-09-19,2017,,,,,
77,Divers,,2017-09-19,2017,,,,,
54,Réquisition FO,,2017-09-18,2017,,,,,
76,Agression Verbale,,2017-09-17,2017,,,,,
31,Agression sur un tiers,,2017-09-17,2017,,,,,
76,Réquisition FO,,2017-09-17,2017,,,,,
44,Réquisition FO,,2017-09-15,2017,,,,,
92,Réquisition FO,,2017-09-15,2017,,,,,
35,Vol,,2017-09-15,2017,,,,,
93,Réquisition FO,,2017-09-15,2017,,,,,
33,Braquage,,2017-09-14,2017,,,,,
73,Déplacement caméra,,2017-09-14,2017,,,,,
77,Tentative de cambriolage,,2017-09-13,2017,,,,,
59,Réquisition FO,,2017-09-13,2017,,,,,
62,Clandestin,,2017-09-13,2017,,,,,
91,Tentative de cambriolage,,2017-09-12,2017,,,,,
94,Agression Physique,,2017-09-12,2017,,,,,
72,Fraude CB,,2017-09-12,2017,,,,,
62,Clandestin,,2017-09-12,2017,,,,,
69,Vol,,2017-09-12,2017,,,,,
31,Bagarre,,2017-09-11,2017,,,,,
94,Vol,,2017-09-11,2017,,,,,
33,Braquage,,2017-09-10,2017,,,,,
63,Réquisition FO,,2017-09-09,2017,,,,,
33,Agression Physique,,2017-09-08,2017,,,,,
26,Agression sur un tiers,,2017-09-08,2017,,,,,
72,Réquisition FO,,2017-09-08,2017,,,,,
13,Réquisition FO,,2017-09-08,2017,,,,,
13,Réquisition FO,,2017-09-08,2017,,,,,
75,Réquisition FO,,2017-09-08,2017,,,,,
63,Agression Verbale,,2017-09-08,2017,,,,,
93,Fraude Autres,,2017-09-08,2017,,,,,
54,Vol Carburant,,2017-09-07,2017,,,,,
95,Réquisition FO,,2017-09-07,2017,,,,,
95,Agression Verbale,,2017-09-07,2017,,,,,
77,Braquage,,2017-09-06,2017,,,,,
77,Braquage,,2017-09-06,2017,,,,,
51,Réquisition FO,,2017-09-06,2017,,,,,
92,Fraude Autres,,2017-09-05,2017,,,,,
95,Agression Verbale,,2017-09-04,2017,,,,,
40,Braquage,,2017-09-01,2017,,,,,
32,Cambriolage,,2017-09-01,2017,,,,,
21,Vol,,2017-09-01,2017,,,,,
34,Agression Verbale,,2017-09-01,2017,,,,,
77,Agression Verbale,,2017-08-31,2017,,,,,
33,Agression Physique,,2017-08-31,2017,,,,,
33,Vandalisme,,2017-08-31,2017,,,,,
78,Agression Physique,,2017-08-31,2017,,,,,
76,Vol,,2017-08-30,2017,,,,,
93,Vol,,2017-08-30,2017,,,,,
5,Tentative agression physique,,2017-08-28,2017,,,,,
21,Divers,,2017-08-28,2017,,,,,
95,Agression Verbale,,2017-08-28,2017,,,,,
76,Agression sur un tiers,,2017-08-28,2017,,,,,
34,Agression Verbale,,2017-08-27,2017,,,,,
75,Réquisition FO,,2017-08-24,2017,,,,,
92,Réquisition FO,,2017-08-24,2017,,,,,
92,Agression Verbale,,2017-08-23,2017,,,,,
72,Tentative de braquage,,2017-08-22,2017,,,,,
72,Tentative de braquage,,2017-08-22,2017,,,,,
6,Agression Physique,,2017-08-22,2017,,,,,
68,Agression Physique,,2017-08-22,2017,,,,,
59,Tentative de cambriolage,,2017-08-21,2017,,,,,
34,Agression Physique,,2017-08-20,2017,,,,,
62,Réquisition FO,,2017-08-19,2017,,,,,
14,Vandalisme,,2017-08-18,2017,,,,,
73,Bagarre,,2017-08-17,2017,,,,,
78,Agression Physique,,2017-08-16,2017,,,,,
24,Réquisition FO,,2017-08-16,2017,,,,,
59,Agression Verbale,,2017-08-13,2017,,,,,
10,Réquisition FO,,2017-08-12,2017,,,,,
31,Agression Physique,,2017-08-11,2017,,,,,
77,Agression Physique,,2017-08-11,2017,,,,,
26,Réquisition FO,,2017-08-10,2017,,,,,
61,Agression Verbale,,2017-08-10,2017,,,,,
52,Vol,,2017-08-09,2017,,,,,
14,Vandalisme,,2017-08-09,2017,,,,,
78,Réquisition FO,,2017-08-08,2017,,,,,
92,Vol,,2017-08-08,2017,,,,,
92,Agression sur un tiers,,2017-08-06,2017,,,,,
69,Tentative de cambriolage,,2017-08-06,2017,,,,,
13,Vandalisme,,2017-08-05,2017,,,,,
78,Tentative agression,,2017-08-04,2017,,,,,
5,Vol,,2017-08-04,2017,,,,,
91,Tentative de cambriolage,,2017-08-03,2017,,,,,
92,Menace braquage,,2017-08-03,2017,,,,,
14,Agression Verbale,,2017-08-02,2017,,,,,
62,Réquisition FO,,2017-08-02,2017,,,,,
